Student_ID,Student_Name,Age,Gender,Department,Attendance_Rate,CA_Score,MidSem_Score,Prev_CGPA,Study_Hours_Week
STU/E/2024/04598,Onyeka Ihejirika,27,Male,Economics,78.1,26.2,18.9,4.31,19.8
STU/N/2022/04599,Segun Damilola,23,Male,Nursing,84.5,28.3,14.4,4.42,21
STU/N/2024/04600,Dupe Ogunsanya,25,Female,Nursing,60,11.3,18.9,2.57,17.8
STU/A/2020/04601,Funmi Damilola,20,Female,Accounting,67.4,27.5,16,4.19,20.2
STU/ME/2021/04602,Chinyere Yakubu,18,Female,Mechanical Engineering,93.4,30,20,4.38,30
STU/MC/2023/04603,Oluwaseun Oladele,30,Male,Mass Communication,94.5,30,16.4,4.85,25.9
STU/B/2020/04604,Sarah Onwudiwe,27,Female,Biochemistry,55.7,21.4,8.8,2.5,23.3
STU/CE/2022/04605,Rebecca Ogunsola,20,Female,Civil Engineering,74,18.7,1.4,1.5,1
STU/P/2019/04606,Vincent Kadiri,26,Male,Pharmacy,100,26.2,16.7,4.42,27.7
STU/AS/2021/04607,Ayo Olayode,21,Male,Agricultural Science,100,28,17.4,4.78,26.7
STU/ME/2023/04608,Innocent Ogunsola,17,Male,Mechanical Engineering,59.2,20.5,10.7,2.45,20
STU/ME/2023/04609,Suleiman Alayemi,28,Male,Mechanical Engineering,94.3,26.7,16.7,4.45,22.9
STU/CE/2021/04610,Samuel Umeora,29,Male,Chemical Engineering,89.5,21.3,12.3,3.39,14.1
STU/B/2022/04611,Andrew Olayinka,24,Male,Biochemistry,71.7,15.7,13.6,2.8,26.3
STU/CE/2019/04612,Uchenna Akinola,28,Male,Chemical Engineering,71.7,21.1,13,3.28,21.6
STU/MC/2022/04613,Shehu Uzoma,17,Male,Mass Communication,74.9,26.8,14.5,4.26,19
STU/EE/2022/04614,Patience Damilola,26,Female,Electrical Engineering,62.5,12.9,12.9,2.34,11.4
STU/BA/2022/04615,Chidi Olayiwola,18,Male,Business Administration,77.7,26.6,14.2,4.2,20.9
STU/L/2023/04616,Yemi Nwosu,22,Male,Law,100,23.5,15.8,3.36,19.1
STU/M/2019/04617,Damilola Mohammed,26,Male,Microbiology,89.8,27.3,16.5,4.78,26.1
STU/BA/2024/04618,Yemi Dada,16,Female,Business Administration,69.3,25.1,16.8,3.98,22.1
STU/N/2022/04619,Abiodun Nwankwo,26,Female,Nursing,86.7,28.1,14.8,4.6,38.1
STU/P/2022/04620,Adanna Alayemi,23,Female,Pharmacy,100,30,17.3,4.91,24.6
STU/P/2023/04621,Daniel Maikudi,19,Male,Pharmacy,58.1,13.7,11.5,2.38,6
STU/B/2024/04622,Uche Obi,24,Male,Biochemistry,100,25.8,19.9,4.71,28.2
STU/P/2021/04623,Yakubu Akinwale,16,Male,Physics,95.9,30,18.1,4.75,25.2
STU/B/2020/04624,Nike Akindele,29,Female,Biochemistry,65.6,21.6,9.6,2.56,7.8
STU/M/2022/04625,Aisha Ume,23,Female,Mathematics,74.9,18.2,12,4.12,25.6
STU/M/2021/04626,Biodun Chukwu,28,Male,Mathematics,66.9,18,13,2.71,12.9
STU/EE/2023/04627,Ifeanyi Ukwu,30,Male,Electrical Engineering,34.7,13.2,3.5,1.54,5.6
STU/N/2019/04628,Deborah Yakubu,18,Female,Nursing,100,20.1,12.2,3.48,22.3
STU/L/2023/04629,Uju Olayiwola,26,Female,Law,81.6,15.1,16,2.65,6.4
STU/B/2024/04630,Emmanuel Alabi,16,Male,Biochemistry,73.9,26.5,18,4.25,18.8
STU/AS/2024/04631,Stephen Ogundele,23,Male,Agricultural Science,46.1,6.8,8.4,1.42,8
STU/EE/2023/04632,Bisi Odum,30,Male,Electrical Engineering,55,24.7,14.8,3.27,11.2
STU/A/2022/04633,Nana Ugwuanyi,21,Female,Architecture,100,29.4,13.3,4.27,28.9
STU/M/2020/04634,Chukwuemeka Olajide,27,Male,Microbiology,63.8,14,11.2,2.83,10.6
STU/CE/2019/04635,Lola Olanipekun,17,Female,Chemical Engineering,94.5,24,18,4.74,27.7
STU/P/2024/04636,Tola Nze,20,Female,Pharmacy,39,8.9,8.5,1.71,5.8
STU/ME/2020/04637,Ade Uzoma,17,Male,Mechanical Engineering,76.1,30,19.8,4.48,32.6
STU/N/2024/04638,Garba Fasanya,30,Male,Nursing,65.6,17.8,14.8,2.54,15.3
STU/MC/2023/04639,Chibueze Ogunsanya,20,Male,Mass Communication,77.5,14.5,10.4,2.54,20
STU/CE/2024/04640,Gift Nwankwo,28,Female,Civil Engineering,100,30,16.1,4.73,24.6
STU/P/2022/04641,Oluwakemi Olapade,23,Female,Physics,80.5,15.6,18.1,2.29,9.6
STU/P/2019/04642,Donald Nnaji,19,Male,Physics,76.4,9.5,4.8,2.55,9.7
STU/M/2023/04643,Yusuf Maikudi,16,Male,Mathematics,83.3,18.2,14.2,2.9,8.6
STU/P/2022/04644,Kelechi Nwosu,18,Male,Pharmacy,48.1,10.1,11.9,2.6,23.2
STU/M/2022/04645,Esther Shehu,30,Female,Mathematics,57,11.4,9.5,1.65,4
STU/AS/2021/04646,Sola Fasanya,29,Male,Agricultural Science,34.7,18.5,13.4,2.61,16.7
STU/MC/2020/04647,Rose Bashorun,22,Female,Mass Communication,92.1,20,15.8,3.94,27.7
STU/S/2023/04648,Rachel Ugwu,23,Female,Statistics,31.9,7.6,10.3,1.05,11
STU/E/2024/04649,Mark Oduola,24,Male,Economics,96.1,25.2,14.9,4.19,29.6
STU/A/2023/04650,Innocent Chukwu,24,Male,Accounting,100,18.2,10.3,2.68,14.7
STU/MC/2024/04651,Uchenna Akindele,27,Male,Mass Communication,34.4,11.6,9.8,1.6,7
STU/A/2020/04652,Bisi Alayanwa,28,Male,Accounting,82.9,22.7,20,4.38,21.4
STU/E/2021/04653,Chibueze Maikudi,26,Male,Economics,75.4,24.7,17.9,3.45,20.2
STU/MC/2019/04654,Naomi Mbah,22,Female,Mass Communication,11,7.4,8.5,1.11,9.2
STU/CE/2023/04655,Mercy Obi,25,Female,Chemical Engineering,89.5,22.3,8.3,2.21,16.6
STU/M/2020/04656,Ife Alayo,29,Female,Medicine,72.6,20.8,9.7,3.37,26.8
STU/M/2019/04657,Sadiq Unachukwu,27,Male,Medicine,88,28.7,19,4.36,30.8
STU/BA/2019/04658,Ikenna Ogunwale,29,Male,Business Administration,57.2,15.4,8.4,2.34,9.8
STU/EE/2024/04659,Oluwaseun Ogunwale,27,Male,Electrical Engineering,51.2,21.4,4.5,2.31,19.4
STU/B/2021/04660,Adunola Odunbaku,29,Female,Biochemistry,57.3,10.4,3,1.4,10
STU/S/2021/04661,Oluwafemi Olaniran,29,Female,Statistics,91.7,28.2,18,4.1,18.2
STU/ME/2024/04662,Bimpe Issa,25,Female,Mechanical Engineering,100,28.2,14.4,5,36.8
STU/A/2024/04663,Kelechi Mohammed,22,Male,Accounting,49.7,14.2,6.9,1.54,1
STU/N/2023/04664,Ogechi Olayanwo,27,Female,Nursing,62.2,20.6,14.6,3.6,18.9
STU/L/2022/04665,Mercy Mohammed,23,Female,Law,41.4,26.1,17.4,4,26.5
STU/A/2023/04666,Regina Olawal,20,Female,Architecture,78.8,23.3,19.3,3.64,21.3
STU/M/2021/04667,Richard Oladipo,27,Male,Medicine,77.4,22,16.1,3.8,23.7
STU/S/2022/04668,Raliya Umeora,21,Female,Statistics,59.1,20.2,15.4,1.86,17.7
STU/P/2019/04669,Abigail Amadi,22,Female,Pharmacy,90.8,24.6,19.7,4.13,19.4
STU/CS/2022/04670,Stephen Fatoumbi,17,Male,Computer Science,44.2,18.1,13.4,2.44,22.3
STU/B/2024/04671,Paul Akinwumi,17,Male,Biochemistry,88.2,30,20,4.57,22.9
STU/CE/2020/04672,Fatima Okoro,22,Female,Chemical Engineering,55.2,8.1,5,1.11,5.3
STU/CE/2023/04673,Isa Olanrewaju,18,Male,Civil Engineering,60.4,13.1,1.3,1.67,6.7
STU/M/2023/04674,Leah Alao,29,Female,Medicine,97.5,27.4,20,4.23,31.2
STU/M/2023/04675,Priscilla Akinwale,30,Female,Mathematics,100,29.8,15.4,4.13,14.2
STU/A/2023/04676,Priscilla Okoro,17,Female,Accounting,55.2,18.2,11.7,1.78,18.4
STU/CE/2021/04677,Richard Umeora,16,Male,Chemical Engineering,100,17.7,14.8,3.48,19.2
STU/P/2021/04678,Yetunde Fatoye,18,Female,Pharmacy,83.2,30,20,4.98,25.6
STU/AS/2019/04679,Joke Bashorun,29,Female,Agricultural Science,100,23.2,14.5,3.8,21.3
STU/M/2019/04680,Aminu Ugwu,29,Male,Mathematics,14,14.9,2.9,1.51,8.4
STU/CS/2023/04681,Chukwudi Olanike,24,Male,Computer Science,78.6,18.9,13.6,2.87,14.3
STU/A/2024/04682,Idris Issa,20,Male,Accounting,63.6,0,6.8,1.36,1
STU/P/2019/04683,Matthew Nwosu,20,Male,Physics,72.4,24.3,14.5,4.08,30.2
STU/S/2021/04684,Daniel Aladesanmi,26,Male,Statistics,79.9,19.2,17.7,3.51,17.5
STU/E/2020/04685,Sadiq Zakariyau,20,Male,Economics,79,19.8,19,2.96,9.8
STU/B/2021/04686,Jide Olaleye,26,Male,Biochemistry,65.1,13.3,8.2,1.32,4.6
STU/CS/2022/04687,Felix Olayiwola,21,Male,Computer Science,57.8,10.4,8.9,2.18,13.4
STU/AS/2019/04688,Kabir Alayi,19,Male,Agricultural Science,41.2,3.9,4.4,1.15,8.2
STU/A/2022/04689,Sunday Ogundipe,23,Male,Accounting,47.6,6.5,14.4,1.97,8.1
STU/A/2020/04690,James Olayode,16,Male,Accounting,79.5,16.2,14.2,3.31,24.1
STU/L/2020/04691,Wura Shuaibu,24,Female,Law,84.1,30,18.7,4.75,31.1
STU/EE/2020/04692,Peace Olapade,25,Female,Electrical Engineering,65.3,18.9,11.5,2.58,9.8
STU/M/2021/04693,Ayo Mbah,20,Male,Microbiology,60.1,19.4,5.7,1.53,17.2
STU/N/2019/04694,Oluwafemi Oladele,25,Female,Nursing,51.3,12.1,8.8,1.56,1
STU/P/2019/04695,Elizabeth Fasanya,25,Female,Physics,85.7,21.5,18.1,4.3,28.1
STU/EE/2022/04696,Bilkisu Olanike,29,Female,Electrical Engineering,55.9,20,10.1,2.08,12.6
STU/EE/2019/04697,Joy Obi,17,Female,Electrical Engineering,80.9,20.1,17.7,2.88,21.9
STU/B/2020/04698,Obiageli Fatoki,26,Female,Biochemistry,73.9,22.8,13.4,4.92,28.3
STU/M/2023/04699,Emmanuel Alayo,26,Male,Microbiology,49.7,9.3,14.6,2.23,5.3
STU/M/2021/04700,Obi Akinwumi,18,Male,Mathematics,100,28.1,20,4.39,20.9
STU/N/2021/04701,Samuel Ogundele,17,Male,Nursing,77.7,10.9,7.6,2.15,15
STU/MC/2023/04702,Bello Adesanya,25,Male,Mass Communication,95.1,30,19.3,4.03,16.5
STU/CE/2024/04703,Chukwudi Dauda,28,Male,Civil Engineering,97.3,24.5,20,4.45,28.6
STU/N/2024/04704,Remi Adesanya,17,Male,Nursing,100,22.3,15.7,4.04,20.9
STU/CE/2024/04705,Thomas Mohammed,22,Male,Chemical Engineering,67.1,9.7,18.3,2.3,22
STU/ME/2022/04706,Sade Damilola,30,Female,Mechanical Engineering,33.6,8.1,8.6,1.04,4.7
STU/MC/2022/04707,Nana Alayemi,26,Female,Mass Communication,56.8,5.2,9.9,1.31,5.5
STU/A/2023/04708,Bose Nwosu,26,Female,Architecture,82.9,20.3,8.3,2.24,21.6
STU/M/2020/04709,Uzoamaka Yusuf,18,Female,Mathematics,49.7,13.6,8.9,2.47,8.3
STU/EE/2020/04710,Henry Eze,25,Male,Electrical Engineering,82.8,19.6,15.5,3.45,30.7
STU/L/2019/04711,Chidera Kadiri,20,Male,Law,21,15.5,5,1.18,5.9
STU/MC/2022/04712,Tola Uzoma,23,Female,Mass Communication,73.3,16.7,10.1,3.02,15
STU/M/2019/04713,Francis Zannah,29,Male,Mathematics,62.1,16.7,9.9,2.92,15
STU/P/2021/04714,Sarah Olanipekun,27,Female,Pharmacy,63.5,18.7,11.6,2.48,20
STU/EE/2022/04715,Nike Zakariyau,30,Female,Electrical Engineering,67,23.9,10.6,3.17,23.5
STU/M/2023/04716,Hannah Olaniran,25,Female,Medicine,70.5,23.4,19.7,3.93,24.2
STU/A/2021/04717,Francis Akindele,28,Male,Architecture,71.7,12.9,7.6,1.77,17.6
STU/P/2024/04718,Kenneth Fayemi,28,Male,Physics,92.4,27.9,20,4.86,24.5
STU/E/2023/04719,Henry Adewale,29,Male,Economics,55.7,13.2,10.7,2.64,15.1
STU/M/2022/04720,Chidinma Alao,16,Female,Mathematics,80.3,13.7,7.6,1.79,12.7
STU/S/2024/04721,Uchenna Shuaibu,22,Male,Statistics,27.6,9.3,10.9,1.55,6.2
STU/L/2019/04722,Henry Aladesanmi,28,Male,Law,69.7,25.1,13.5,3.04,14.4
STU/A/2019/04723,Obinna Umeora,22,Male,Architecture,67.7,18.5,12.2,2.79,25.2
STU/L/2023/04724,Hadiza Kadiri,27,Female,Law,81,26.8,19.5,4.03,18.3
STU/S/2020/04725,Yemi Akinola,30,Male,Statistics,68.9,22.4,18.5,3.4,21.5
STU/L/2022/04726,Obinna Olanipekun,29,Male,Law,100,28.1,20,4.6,28.2
STU/CE/2020/04727,Rebecca Nwachukwu,27,Female,Civil Engineering,72.8,22.8,17,3.45,21.7
STU/E/2020/04728,Grace Issa,26,Female,Economics,100,30,18.9,4.46,24.3
STU/E/2023/04729,Matthew Oladiran,17,Male,Economics,80.6,28.2,17.4,4.36,22
STU/P/2024/04730,Monday Oladele,19,Male,Physics,44.5,15,4.6,1.76,19
STU/P/2020/04731,Tola Olayiwola,19,Female,Pharmacy,99.2,28.5,20,4.57,21.8
STU/ME/2021/04732,Oluwaseun Odum,23,Female,Mechanical Engineering,79.8,25.9,18.1,4.57,32.8
STU/M/2024/04733,Idris Alayanwa,26,Male,Mathematics,79.3,16.5,8.4,3.64,20.3
STU/CS/2020/04734,Patience Uzoma,23,Female,Computer Science,72.1,20.1,12.9,2.7,18.2
STU/P/2024/04735,Samuel Akinwumi,26,Male,Pharmacy,65.5,4.1,12.6,1.48,7
STU/CE/2020/04736,Jide Olaniran,28,Male,Chemical Engineering,64,11.5,12,2.08,16
STU/AS/2023/04737,Asiya Olayanwo,28,Female,Agricultural Science,74.6,29.1,12,3.07,15.8
STU/M/2019/04738,Lydia Onu,29,Female,Mathematics,46.7,18.3,13.8,2.19,14
STU/N/2019/04739,Tijani Onwudiwe,21,Male,Nursing,100,22.3,18.6,4.69,34.6
STU/M/2023/04740,Mark Olalekan,28,Male,Microbiology,97.4,29.6,18,4.77,39
STU/A/2019/04741,Niyi Alabi,27,Male,Accounting,44.9,8.5,1.7,1.47,3.1
STU/CE/2019/04742,Onyeka Alayanwa,22,Male,Civil Engineering,94.3,23.7,9.1,4.2,23.6
STU/M/2022/04743,Sadiya Bewaji,30,Female,Microbiology,62.1,18.8,11.6,2.95,20.8
STU/CE/2024/04744,Ade Bewaji,28,Male,Civil Engineering,65.5,17.4,11.5,3.14,11.6
STU/B/2020/04745,Onyeka Anyanwu,19,Male,Biochemistry,48.3,11,8.1,1.21,1
STU/ME/2024/04746,Ade Alayanwa,26,Male,Mechanical Engineering,78.6,16.2,11.2,3.09,17.7
STU/E/2023/04747,Oluwaseun Eze,30,Female,Economics,82.3,24.5,17.7,4.31,19.2
STU/S/2021/04748,Titi Ogunsanya,28,Female,Statistics,63.2,27.6,20,4.43,33.9
STU/BA/2022/04749,Favour Ogunsanya,21,Female,Business Administration,87.9,18.9,17.8,3.74,24.6
STU/N/2023/04750,Safiya Olamosu,23,Female,Nursing,55.8,13.8,7.9,2.82,26
STU/L/2019/04751,Ade Ukwuoma,25,Male,Law,72,26.2,12.1,2.73,12.1
STU/B/2022/04752,Lola Ukwu,27,Female,Biochemistry,43.6,12.3,8,1.31,13.9
STU/A/2021/04753,Adebayo Fatoye,26,Male,Accounting,100,22.6,16.9,4.21,35.5
STU/A/2022/04754,Isa Zakariyau,18,Male,Accounting,54.6,17.8,14.5,1.93,15.8
STU/A/2024/04755,Deborah Akinwumi,30,Female,Accounting,86.3,24.3,15.5,3.66,21.1
STU/E/2021/04756,Joshua Olalusi,28,Male,Economics,71.8,26.5,20,3.88,24.6
STU/S/2019/04757,Sunday Ibrahim,21,Male,Statistics,82,18.6,15.5,3.48,24.5
STU/EE/2020/04758,Emmanuel Olagunju,22,Male,Electrical Engineering,37.4,10.9,8.6,1.81,10.9
STU/B/2019/04759,Shade Musa,19,Female,Biochemistry,43.8,20.1,9.5,2.11,10
STU/CS/2024/04760,Uju Alayo,20,Female,Computer Science,81.5,26.3,12,4.47,18.4
STU/A/2024/04761,Mark Akinwale,30,Male,Architecture,30.7,8.4,11.4,2.31,16.7
STU/S/2023/04762,James Olayinka,19,Male,Statistics,74.8,10.6,5.8,1.84,8.5
STU/A/2020/04763,Wura Adebisi,27,Female,Architecture,66.6,23.8,20,3.02,18.5
STU/EE/2021/04764,Mark Muhammed,22,Male,Electrical Engineering,66.4,13,10.2,1.96,12.9
STU/AS/2021/04765,George Fatoumbi,18,Male,Agricultural Science,87,19.8,12.9,3.48,22.1
STU/CE/2023/04766,David Fayemi,19,Male,Civil Engineering,75.8,27.9,20,4.36,33.2
STU/M/2020/04767,Aliyu Banjo,23,Male,Medicine,84,17.2,17,3.32,23
STU/MC/2023/04768,Rachel Uzoma,20,Female,Mass Communication,27.1,6.8,6.1,1.29,8.2
STU/L/2022/04769,Michael Alayanwa,22,Male,Law,82.6,18.4,10.1,2.73,13
STU/N/2021/04770,Amaka Balogun,27,Female,Nursing,69.2,24.7,13.3,4.18,17.5
STU/M/2023/04771,Kenneth Olayode,23,Male,Microbiology,61.6,22.9,14.3,4.37,19.1
STU/B/2021/04772,Matthew Olayiwola,21,Male,Biochemistry,86.5,19.5,12.6,2.62,10.3
STU/S/2021/04773,Nkechi Ukwuoma,27,Female,Statistics,44.2,15.4,5.7,1.9,7.7
STU/BA/2022/04774,Damilola Bashorun,19,Male,Business Administration,75.9,20.1,11.4,2.93,20.4
STU/M/2021/04775,Ebuka Zannah,28,Male,Mathematics,100,26.5,20,4.94,33.2
STU/N/2022/04776,Onyekachi Alamu,20,Male,Nursing,65.2,11.9,1.5,1.71,16.7
STU/M/2019/04777,Lydia Fayemi,16,Female,Microbiology,24.8,10.7,4.8,1.24,3.9
STU/A/2023/04778,Sandra Dada,21,Female,Accounting,67.2,19.2,11.5,2.36,13.8
STU/P/2023/04779,Abiodun Nwosu,19,Female,Physics,40.1,18.6,7.1,1.63,6.6
STU/M/2024/04780,Stephen Musa,22,Male,Mathematics,57.9,18.4,13.3,2.93,15
STU/M/2020/04781,Adaeze Obi,18,Female,Medicine,35.9,8.4,5,1.26,4.1
STU/A/2019/04782,Zainab Olanipekun,26,Female,Accounting,68,9.9,10.3,2.37,6.4
STU/BA/2022/04783,Danladi Obi,25,Male,Business Administration,66.1,18.7,15,3.31,25.8
STU/BA/2021/04784,Ebuka Nze,23,Male,Business Administration,58.7,12.1,11.7,2.39,14.1
STU/A/2024/04785,Falmata Fatoye,20,Female,Accounting,73.7,19.2,15.9,3.91,23.5
STU/M/2019/04786,Bisi Olawal,23,Male,Microbiology,66.9,20.4,11,2.62,18
STU/P/2024/04787,Oluwatobi Dauda,17,Female,Physics,91.9,27.8,20,4.67,23.1
STU/EE/2021/04788,Bisi Ogunleye,28,Male,Electrical Engineering,89.3,17.4,17,4.13,23.6
STU/A/2023/04789,Joke Shehu,29,Female,Accounting,64.9,17.6,13.1,3.02,19.9
STU/BA/2023/04790,Adaeze Umeora,21,Female,Business Administration,41.9,16.1,6.8,2.25,9.3
STU/B/2024/04791,Sandra Fatoumbi,29,Female,Biochemistry,67.2,16.9,13,2.01,17.7
STU/S/2024/04792,Goodluck Fasanya,18,Male,Statistics,100,20.7,13.6,3.54,14.7
STU/EE/2024/04793,Stephen Issa,26,Male,Electrical Engineering,88.1,18.7,14.7,2.41,19.3
STU/BA/2022/04794,Bilkisu Alayande,21,Female,Business Administration,50.2,15.4,11.5,1.75,12.2
STU/P/2020/04795,Hadiza Uzoma,29,Female,Physics,43.4,2.4,9.3,1.68,5.6
STU/L/2024/04796,Femi Olalusi,22,Male,Law,61.9,30,19.2,3.41,13.6
STU/M/2021/04797,Patience Chukwu,26,Female,Medicine,72.1,5.9,8.8,1.8,12.4
STU/AS/2022/04798,Esther Akintoye,18,Female,Agricultural Science,74.6,17.1,11,2.96,13.8
STU/S/2021/04799,Danladi Akintunde,22,Male,Statistics,67.8,25,12.5,3.85,22.1
STU/N/2022/04800,Musa Idris,28,Male,Nursing,63.4,18.4,16.4,2.94,24.2
STU/AS/2019/04801,Miriam Alayande,30,Female,Agricultural Science,100,21.4,17,4.64,25.3
STU/P/2023/04802,Abigail Balogun,18,Female,Pharmacy,94,28.8,18.1,4.71,29.9
STU/P/2020/04803,Ifeoma Akinwumi,27,Female,Physics,93.9,20.7,12.3,3.6,26.2
STU/M/2021/04804,Ahmed Alade,25,Male,Microbiology,38.9,13.2,1.6,1.23,7.3
STU/CS/2022/04805,Chisom Olaposi,20,Male,Computer Science,61.1,10.9,6,1.45,14.6
STU/L/2024/04806,Stephen Olaniran,22,Male,Law,94.1,27,20,4.95,24.6
STU/CE/2022/04807,Priscilla Alao,16,Female,Civil Engineering,64.8,18.5,15.2,2.86,16.5
STU/EE/2024/04808,Kunle Alade,18,Male,Electrical Engineering,44.4,4.7,7.1,1.05,1
STU/M/2023/04809,Gambo Amadi,27,Male,Microbiology,71.2,12.3,9.5,2.08,3.5
STU/CS/2023/04810,Lawal Yakubu,29,Male,Computer Science,78.9,10.3,13,2.04,6.4
STU/P/2021/04811,Kenneth Olawal,28,Male,Pharmacy,90.9,26.8,20,4.77,21.3
STU/AS/2022/04812,Ikenna Yakubu,29,Male,Agricultural Science,34.9,10.1,6.6,1.56,9.5
STU/M/2024/04813,Nnamdi Akintoye,24,Male,Mathematics,41.3,18.7,13.6,1.95,20.9
STU/S/2019/04814,Ifeanyi Nwankwo,21,Male,Statistics,70.4,30,17.4,3.97,18.8
STU/P/2021/04815,Isa Mohammed,23,Male,Pharmacy,98.9,30,17.4,4.8,35.6
STU/A/2020/04816,Comfort Afor,26,Female,Architecture,92.8,25.3,13.1,4.04,23.9
STU/CS/2020/04817,Zainab Adebisi,26,Female,Computer Science,80,29.6,13.9,4.58,26.3
STU/S/2022/04818,Tola Nze,19,Female,Statistics,58.3,13.2,2.5,1.49,10.6
STU/S/2020/04819,Tola Olanrewaju,19,Female,Statistics,73.6,23.9,13.4,3.31,22.2
STU/EE/2021/04820,Isa Alamu,25,Male,Electrical Engineering,62.7,20,12.1,3.44,21.8
STU/E/2022/04821,Blessing Nze,29,Female,Economics,100,24.1,14.7,3.87,17.9
STU/CE/2020/04822,Yetunde Olanrewaju,30,Female,Civil Engineering,93.5,30,20,4.98,28.7
STU/BA/2022/04823,Gbenga Ukwuoma,24,Male,Business Administration,46,5.2,9.1,1.09,1.9
STU/CE/2024/04824,Peace Olaolu,28,Female,Civil Engineering,90.4,20.9,16.8,3.4,14.2
STU/A/2019/04825,Uchenna Unachukwu,21,Male,Architecture,59.9,10.5,10.7,2.92,22.1
STU/S/2024/04826,Asiya Bewaji,17,Female,Statistics,86,17.8,12.7,3.18,11.7
STU/M/2022/04827,Ronke Okoro,23,Female,Mathematics,78.5,17.7,12.9,3.75,26.3
STU/P/2019/04828,Segun Alayande,29,Male,Pharmacy,100,30,18.2,4.58,25.5
STU/ME/2021/04829,Emmanuel Olayiwola,24,Male,Mechanical Engineering,76.8,11.6,12.3,2.14,1.5
STU/E/2023/04830,Nkechi Fatoki,28,Female,Economics,74.2,25,14.2,3.21,16
STU/CS/2022/04831,Precious Ihejirika,22,Female,Computer Science,68.1,24.7,15.8,3.84,23.1
STU/AS/2020/04832,Idris Ismail,28,Male,Agricultural Science,38.7,13.8,11,2.3,8.5
STU/P/2024/04833,Sola Ukwuoma,27,Male,Pharmacy,59.1,25.3,15.5,2.36,16
STU/P/2020/04834,Ruth Fatoumbi,18,Female,Physics,45.8,10.5,8.7,1.45,5.7
STU/S/2021/04835,Dele Oduola,20,Male,Statistics,100,28.6,16.5,4.63,26.8
STU/P/2019/04836,Chinyere Okoro,29,Female,Pharmacy,72.6,20.6,9.7,1.89,9.3
STU/CS/2021/04837,Ifeanyi Fatoye,18,Male,Computer Science,86.3,25.1,18.3,4.3,17.4
STU/S/2023/04838,Yusuf Alayemi,22,Male,Statistics,31.5,10.8,9.7,1.45,1.8
STU/M/2020/04839,Gbenga Ugwuanyi,18,Male,Medicine,40.9,12.6,7.8,1.96,9.7
STU/BA/2020/04840,Joshua Adeyemi,29,Male,Business Administration,99.2,28.4,18.4,4.71,31.9
STU/M/2023/04841,Adebayo Amadi,26,Male,Medicine,96.6,30,12.6,4.4,22.7
STU/MC/2024/04842,Segun Olanubi,17,Male,Mass Communication,61.2,16.3,10,3.02,18.5
STU/P/2021/04843,Abubakar Chukwu,23,Male,Pharmacy,100,26.5,20,4.72,32.5
STU/CE/2023/04844,Victor Fatoki,26,Male,Civil Engineering,100,30,15.9,4.64,33.5
STU/CE/2024/04845,Ebere Nnaji,23,Female,Chemical Engineering,63,30,17.8,4.1,29.3
STU/MC/2023/04846,Henry Ogundele,25,Male,Mass Communication,73.8,24.1,18.4,3.72,27.2
STU/S/2021/04847,Toyin Alayi,27,Female,Statistics,43.7,6.5,8.8,2.21,17
STU/AS/2019/04848,Oluwaseun Umeora,30,Male,Agricultural Science,98.9,29,14.5,4.77,33
STU/A/2022/04849,Adanna Biobaku,26,Female,Accounting,100,25.3,19.7,4.73,28.3
STU/A/2021/04850,Aisha Olanike,18,Female,Accounting,52.8,14.1,13.9,2.8,19.3
STU/S/2022/04851,Monday Alamu,25,Male,Statistics,80.3,25.4,14.6,2.98,17.2
STU/M/2020/04852,Nkechi Oladele,17,Female,Medicine,92.3,18.9,18.4,3.3,16.9
STU/L/2023/04853,Ifeoma Ume,25,Female,Law,78.7,13.8,17.6,2.93,23.3
STU/MC/2019/04854,Thomas Opara,18,Male,Mass Communication,92.2,29.1,19.2,4.44,22.3
STU/M/2022/04855,Matthew Jibrin,18,Male,Microbiology,63.3,20.5,11.8,3.68,20.1
STU/EE/2023/04856,Abigail Lawal,28,Female,Electrical Engineering,58.8,15.3,13.6,2.74,8.9
STU/A/2021/04857,Usman Saidu,26,Male,Accounting,37.7,14,6.2,1.74,9.4
STU/P/2019/04858,Nike Olapade,17,Female,Pharmacy,39.7,3.8,5.2,1.36,4.5
STU/M/2024/04859,Onyeka Ume,25,Male,Microbiology,88.9,26.1,17.4,4.79,25.1
STU/ME/2023/04860,Nnamdi Yakubu,30,Male,Mechanical Engineering,100,30,20,4.31,18
STU/P/2019/04861,Rachel Olayiwola,29,Female,Pharmacy,80.5,9.8,8.2,1.43,9
STU/M/2020/04862,Hauwa Ume,16,Female,Microbiology,93.2,30,20,4.99,41.6
STU/E/2020/04863,Mark Akintunde,28,Male,Economics,79.6,24.6,20,4.92,25.2
STU/CE/2023/04864,Emmanuel Olaolu,21,Male,Chemical Engineering,100,24.1,19.4,4.19,18.3
STU/S/2023/04865,George Ogunmola,20,Male,Statistics,37.4,13.9,12.1,2.47,20.1
STU/AS/2021/04866,James Nwankwo,26,Male,Agricultural Science,89,23.4,20,4.27,24.4
STU/ME/2024/04867,Daniel Aladesanmi,21,Male,Mechanical Engineering,71,26.5,12.2,3.98,13.3
STU/BA/2022/04868,Abiodun Chukwu,26,Female,Business Administration,100,29.4,17.7,4.8,24.2
STU/AS/2021/04869,Musa Issa,20,Male,Agricultural Science,85.9,15,12.8,3.11,13.3
